epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
94,5694.9,0.74114,0.479,1.38654,0.75979,0.68397,0.74755,0.58729,0.99764,1.38567,1.75333,0.0023275,0.0023275,0.0023275
95,5755.31,0.73129,0.4794,1.37744,0.76755,0.67827,0.74701,0.58558,0.99819,1.38758,1.75415,0.002245,0.002245,0.002245
96,5815.77,0.74228,0.48249,1.3852,0.76964,0.67269,0.74822,0.5866,1.00003,1.39431,1.75529,0.0021625,0.0021625,0.0021625
97,5876.37,0.7311,0.47556,1.37315,0.76703,0.66817,0.74842,0.58718,1.00123,1.39638,1.75916,0.00208,0.00208,0.00208
98,5937.06,0.72069,0.47075,1.37193,0.69593,0.73363,0.74978,0.58788,0.99928,1.39864,1.76005,0.0019975,0.0019975,0.0019975
99,5997.78,0.72491,0.47423,1.36174,0.69936,0.74041,0.75219,0.58841,0.99774,1.40515,1.75637,0.001915,0.001915,0.001915
100,6058.17,0.72173,0.46623,1.36728,0.76389,0.67269,0.74876,0.58537,0.9987,1.40408,1.75525,0.0018325,0.0018325,0.0018325
101,6118.52,0.71772,0.47074,1.36645,0.77197,0.67249,0.74792,0.58457,0.99801,1.39987,1.75524,0.00175,0.00175,0.00175
102,6178.78,0.71168,0.46058,1.36199,0.77689,0.67043,0.74894,0.58393,0.99591,1.39929,1.75741,0.0016675,0.0016675,0.0016675
103,6239.28,0.70953,0.45949,1.3551,0.7765,0.6666,0.7487,0.5844,0.99499,1.39997,1.75631,0.001585,0.001585,0.001585
104,6300.02,0.69865,0.45568,1.34468,0.77431,0.66603,0.74937,0.58364,0.99267,1.39755,1.75614,0.0015025,0.0015025,0.0015025
105,6360.6,0.70797,0.45583,1.34793,0.77175,0.67043,0.74949,0.58438,0.99182,1.39628,1.75743,0.00142,0.00142,0.00142
106,6421.06,0.69183,0.44861,1.33942,0.76273,0.68212,0.75032,0.58442,0.99035,1.3951,1.76014,0.0013375,0.0013375,0.0013375
107,6481.49,0.68677,0.44577,1.34227,0.76253,0.67946,0.7497,0.58358,0.98793,1.39313,1.75964,0.001255,0.001255,0.001255
108,6541.97,0.67999,0.44287,1.33489,0.76434,0.68091,0.75012,0.58542,0.98891,1.39508,1.76261,0.0011725,0.0011725,0.0011725
109,6602.95,0.68604,0.44391,1.33619,0.70194,0.73363,0.75061,0.58596,0.98924,1.3992,1.76492,0.00109,0.00109,0.00109
110,6663.79,0.68499,0.44529,1.33852,0.70652,0.73363,0.7515,0.58654,0.99002,1.40479,1.76706,0.0010075,0.0010075,0.0010075
111,6730.07,0.52288,0.31425,1.18529,0.70779,0.73815,0.75316,0.58762,0.99094,1.40418,1.77087,0.000925,0.000925,0.000925
112,6789.8,0.51217,0.3056,1.17755,0.71024,0.73589,0.75281,0.58755,0.99095,1.40715,1.77237,0.0008425,0.0008425,0.0008425
113,6849.9,0.50529,0.30294,1.17018,0.7087,0.73589,0.75155,0.58631,0.99107,1.41051,1.77303,0.00076,0.00076,0.00076
114,6909.68,0.50188,0.30055,1.17525,0.71179,0.73589,0.7517,0.58714,0.99111,1.41905,1.7742,0.0006775,0.0006775,0.0006775
115,6969.83,0.49543,0.29832,1.17186,0.70742,0.73138,0.74926,0.58592,0.99079,1.41889,1.7747,0.000595,0.000595,0.000595
116,7029.88,0.48947,0.29484,1.15883,0.70678,0.72912,0.74823,0.58578,0.99167,1.42632,1.77612,0.0005125,0.0005125,0.0005125
117,7090.08,0.48536,0.29419,1.15861,0.70614,0.72686,0.74662,0.58523,0.99235,1.43059,1.77684,0.00043,0.00043,0.00043
118,7149.77,0.47471,0.28895,1.15282,0.70705,0.7246,0.74634,0.5857,0.99322,1.4378,1.778,0.0003475,0.0003475,0.0003475
119,7209.65,0.47564,0.28842,1.14688,0.71175,0.7246,0.74669,0.58581,0.99276,1.43891,1.77738,0.000265,0.000265,0.000265
120,7269.39,0.47163,0.2887,1.14456,0.71175,0.7246,0.7465,0.58551,0.99399,1.44363,1.77763,0.0001825,0.0001825,0.0001825
