epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
87,5093.4,0.75791,0.41853,1.148,0.96993,0.91302,0.9648,0.85552,0.6365,0.68182,1.13141,0.002905,0.002905,0.002905
88,5150.28,0.74592,0.41319,1.14528,0.95474,0.92453,0.96446,0.85566,0.63864,0.70599,1.15296,0.0028225,0.0028225,0.0028225
89,5206.94,0.74401,0.40766,1.14426,0.96699,0.91509,0.96498,0.85699,0.63738,0.68643,1.15196,0.00274,0.00274,0.00274
90,5263.47,0.73879,0.40771,1.14683,0.96525,0.91729,0.96483,0.85702,0.63627,0.69441,1.16463,0.0026575,0.0026575,0.0026575
91,5320.26,0.74107,0.41161,1.14321,0.96073,0.92328,0.96447,0.85558,0.63591,0.71564,1.19478,0.002575,0.002575,0.002575
92,5379.93,0.73063,0.40321,1.13566,0.95506,0.92453,0.96375,0.85508,0.63723,0.74678,1.2217,0.0024925,0.0024925,0.0024925
93,5440.48,0.72693,0.39999,1.13627,0.95543,0.92453,0.96552,0.85522,0.63813,0.75698,1.23274,0.00241,0.00241,0.00241
94,5500.27,0.72869,0.39697,1.13464,0.95543,0.92453,0.96492,0.85445,0.63808,0.74633,1.22751,0.0023275,0.0023275,0.0023275
95,5559.7,0.71788,0.39628,1.13277,0.9554,0.92453,0.96248,0.85334,0.64062,0.75551,1.22921,0.002245,0.002245,0.002245
96,5619.85,0.71506,0.39604,1.12859,0.95542,0.92453,0.96291,0.85174,0.64169,0.75596,1.23271,0.0021625,0.0021625,0.0021625
97,5678.31,0.70339,0.3911,1.12433,0.95537,0.92453,0.96309,0.85151,0.64265,0.75509,1.23132,0.00208,0.00208,0.00208
98,5735.73,0.71627,0.39489,1.12815,0.95531,0.92453,0.96263,0.8511,0.63933,0.74165,1.21387,0.0019975,0.0019975,0.0019975
99,5793.14,0.70661,0.39543,1.12743,0.95527,0.92453,0.96215,0.85047,0.63791,0.7275,1.19988,0.001915,0.001915,0.001915
100,5853.78,0.69385,0.38359,1.11899,0.95525,0.92453,0.96205,0.85179,0.63481,0.7306,1.1977,0.0018325,0.0018325,0.0018325
101,5912.95,0.70064,0.3886,1.12078,0.95533,0.92453,0.96194,0.85133,0.63526,0.74078,1.19792,0.00175,0.00175,0.00175
102,5972.89,0.69094,0.3843,1.12281,0.95601,0.92262,0.96167,0.85142,0.63448,0.72908,1.19119,0.0016675,0.0016675,0.0016675
103,6032.32,0.68741,0.38525,1.1145,0.95213,0.91981,0.96125,0.85184,0.63382,0.72937,1.18843,0.001585,0.001585,0.001585
104,6093.77,0.68333,0.38153,1.11598,0.95052,0.92453,0.96039,0.85335,0.63125,0.71795,1.1757,0.0015025,0.0015025,0.0015025
105,6154.63,0.67982,0.37668,1.10878,0.9506,0.92453,0.96207,0.85417,0.63106,0.7109,1.16731,0.00142,0.00142,0.00142
106,6212.6,0.67405,0.37253,1.1097,0.95028,0.92453,0.96158,0.85316,0.63004,0.70842,1.16586,0.0013375,0.0013375,0.0013375
107,6269.96,0.66831,0.37479,1.10063,0.94155,0.93396,0.96116,0.85291,0.62965,0.69975,1.15965,0.001255,0.001255,0.001255
108,6327.13,0.67551,0.37627,1.10679,0.94143,0.93396,0.96096,0.85258,0.62965,0.70004,1.1587,0.0011725,0.0011725,0.0011725
109,6384.28,0.66125,0.37054,1.10265,0.94126,0.93396,0.95875,0.8514,0.62947,0.69301,1.15403,0.00109,0.00109,0.00109
110,6445.98,0.6558,0.36557,1.09774,0.94125,0.93396,0.95846,0.8515,0.63036,0.69851,1.15387,0.0010075,0.0010075,0.0010075
111,6511.93,0.5865,0.32021,1.07049,0.94147,0.93396,0.95825,0.85084,0.63151,0.6959,1.15154,0.000925,0.000925,0.000925
112,6573.24,0.57332,0.31353,1.06368,0.94199,0.93396,0.95781,0.85001,0.6302,0.69276,1.14963,0.0008425,0.0008425,0.0008425
113,6634.27,0.56577,0.31073,1.06664,0.9423,0.93396,0.95773,0.84943,0.63138,0.68714,1.14427,0.00076,0.00076,0.00076
114,6692.87,0.55565,0.30929,1.05944,0.94238,0.93396,0.95745,0.8501,0.63101,0.6869,1.14382,0.0006775,0.0006775,0.0006775
115,6753.76,0.55265,0.30624,1.05513,0.94251,0.93396,0.95753,0.8499,0.63102,0.68564,1.14264,0.000595,0.000595,0.000595
116,6813.86,0.55231,0.30564,1.05793,0.94258,0.93396,0.95761,0.84963,0.63095,0.68537,1.14258,0.0005125,0.0005125,0.0005125
117,6870.63,0.54685,0.30496,1.05839,0.94264,0.93396,0.95719,0.8496,0.63047,0.68472,1.14152,0.00043,0.00043,0.00043
118,6928.2,0.54076,0.30218,1.05068,0.94274,0.93396,0.95728,0.84971,0.63084,0.6836,1.14051,0.0003475,0.0003475,0.0003475
119,6987.14,0.53203,0.29787,1.04613,0.94284,0.93396,0.95722,0.84978,0.63044,0.68321,1.13936,0.000265,0.000265,0.000265
120,7044.23,0.53281,0.29834,1.05115,0.94286,0.93393,0.95715,0.84963,0.63015,0.68553,1.13959,0.0001825,0.0001825,0.0001825
